group,Ebp_AI,Ebp_Human
1,10.871894100117087,10.94087855541818
2,37.908701014992985,31.305189676793155
3,12.191566265054817,11.58430420820916
4,26.900623805300054,26.984406732929486
5,7.30036938068795,6.870818033826428
6,2.707984818574481,2.49979008224643
7,27.87922787877264,24.820558173895623
8,7.456706674517593,6.69109241746276
9,43.35369294296856,39.51352826212715
10,8.840122393366299,9.360067371098173
11,46.98164593609055,41.07495467339021
12,23.72820107942112,22.073555357796053
13,7.383109748067946,6.808868224222333
14,21.077471617008058,18.028220259710807
15,23.79906998228776,22.28679903093755
16,6.650420652764837,6.901739394190133
17,19.969997273893632,19.82787194495744
18,4.049263800838686,3.9214093555379357
19,23.507442144745376,23.578089279994973
20,5.438895037951782,5.343029399193227
21,46.34870994392081,44.47504816537416
