group,Ebp_AI,Ebp_Human
1,14.489800979517323,12.060548765190854
2,29.384165919375683,22.229263469853837
3,9.476445739046339,11.757568333940357
4,30.58529600171909,26.0757685089158
5,5.315354516557666,5.716255294738869
6,2.629022483824149,2.3528392803437255
7,22.357729374151123,19.86631129997262
8,7.75219966052638,7.486422171831365
9,43.61771824924965,34.31031401406838
10,12.097902417562446,9.509460071737005
11,40.03705564936718,39.29334434065117
12,16.710916194867735,19.08261550076111
13,4.946832237474057,6.5321267602853075
14,11.699300611969592,12.51611023408225
15,27.503511564939583,23.4360343995519
16,4.935238466421331,6.977030519075152
17,12.464391391115166,19.929852212207862
18,4.5445075597073235,3.8815502135485502
19,25.92538025081809,30.425257248448474
20,3.8900349944283055,5.511738867075447
21,37.12936501801159,38.6763101999624
