group,Ebp_AI,Ebp_Human
1,15.97221773233939,15.4376672022387
2,45.49573950473206,32.77997468588752
3,15.979910182699271,16.367067087262132
4,30.857830748989677,33.77819634835045
5,8.289007095639505,7.7278798062863165
6,3.1864586899067455,3.3122752859726736
7,31.76952406271041,28.517499729034224
8,8.885276467135563,9.419172520593676
9,48.58218616792879,46.483070370167745
10,13.520206749844096,13.035994616236016
11,53.721078087285605,52.01656740845449
12,28.77218563013318,26.703415435466532
13,7.181091918742461,8.582265448855756
14,21.97590104037629,18.28683390881333
15,30.2450657698149,30.021741006067536
16,7.554947156007093,9.371162592140008
17,19.819317154275904,27.990026920315227
18,7.065963015590308,5.142673411185786
19,34.11744537139131,37.03338846464943
20,6.475605938008151,7.347436300760643
21,47.44324988679797,57.06771166663837
