group,Ebp_AI,Ebp_Human
1,1.848770160124515,0.46489614397417145
2,2.73297431144733,1.5991473261277276
3,0.752014632062008,1.0746267287170792
4,4.61919016843929,0.9580271741804002
5,2.099992661931953,0.54367226114211
6,0.6658535498284224,0.317212422911834
7,1.853174035470252,1.4364795284525766
8,1.206101310673062,0.2982769663077882
9,3.640022037999025,2.3280072268665024
10,0.7094347668126375,0.6514314765096318
11,5.17267761399262,2.2574935484556664
12,1.3535144102975982,1.757116320052141
13,0.30789349551895495,0.3579336780483007
14,1.6624119649060072,1.8768491221486054
15,1.2384425768195126,1.2772962320964008
16,0.8404428693467508,1.07834449821577
17,1.3165259585605402,2.7566935125317538
18,1.7571683767379291,0.30769306701313087
19,1.2832058923659277,2.1218071028102394
20,0.3025021661147398,0.3710069865543275
21,8.213255269778955,5.484904226524853
