group,Ebp_AI,Ebp_Human
1,25.555939425240833,26.176749476502224
2,72.88407153007273,55.97630968036207
3,23.008200420867066,21.881740333297973
4,67.95225689598163,60.296740538981226
5,12.22877575583372,12.201275200549999
6,4.527514765420713,3.8803256233309074
7,55.48872908272523,46.73426470812226
8,17.409041205302977,15.844497253059378
9,87.52322690230751,76.51325625393386
10,21.262221726274028,19.225195996891163
11,101.81255464767162,84.912411614668
12,52.522823180018236,41.752809899855585
13,16.529603143118372,13.770178031859015
14,35.45295526867819,24.931734376818113
15,54.69705535073004,48.68755103118345
16,11.778633871309637,11.162282746092899
17,33.885707254351644,33.68240909872769
18,8.11247377030895,7.937909471483763
19,50.20997851495077,53.62391985138199
20,10.095948191315726,10.713472444168545
21,80.82899014603967,68.90958738230778
