group,Ebp_AI,Ebp_Human
1,27.602463495588182,49.25872939460199
2,64.76756025798787,68.43506322756896
3,25.15823540291331,29.19531482618387
4,57.97606169592152,104.13796932156428
5,10.933261435299109,17.315148875865287
6,3.947312066234552,7.359495710451195
7,51.20847694240488,74.99967028728555
8,15.720367771863476,22.903972036486078
9,85.928854021399,125.39737840890022
10,17.817767853692054,22.075501722500835
11,85.05007008332157,99.75385186907342
12,39.00408201718614,71.47407430679829
13,17.052346693492407,24.851011348583025
14,26.02355180915601,45.76115531690486
15,44.43809462227789,78.18458575118675
16,9.769988285997856,17.180392977384003
17,29.610560921420824,45.20501000111801
18,7.61902851004928,12.975793850295137
19,48.5426784552524,68.58006339748641
20,10.119164080783353,16.51206623572972
21,68.57848416212623,70.22333083175708
