group,Ebp_AI,Ebp_Human
1,15.37509059923483,19.342288876769846
2,37.824114513807565,16.37450635092748
3,9.965003166883905,6.275276808447967
4,31.561654306167252,36.48869550994838
5,7.857264503211438,9.833666738330525
6,1.7997263918505861,2.6002552617020553
7,25.03605923022078,23.579545639159523
8,9.418210074929664,4.64878553948812
9,42.232270400946824,39.25236274621164
10,10.599749753736342,4.677770206405998
11,45.99920891785435,22.04083974637843
12,23.14343923784918,21.00178089969307
13,8.42552110899926,7.432883125457426
14,16.70224459208541,17.42693635059986
15,32.23539929144693,28.403592488271773
16,5.717235507633502,5.027189866343265
17,21.53483661223189,16.343008403530373
18,4.974735931197179,3.9551575157758565
19,28.861344846097655,23.52282937083908
20,7.564304334767816,3.7256432070595777
21,33.77020231758019,14.817658932028568
