group,Ebp_AI,Ebp_Human
1,26.889442896692483,26.410900431728653
2,75.49767361562728,66.69594783274255
3,24.80742284155236,23.55798877048695
4,69.97165617514806,65.95550442271734
5,13.718645080794106,13.743055376012274
6,4.534404746188652,4.42316495898355
7,62.00491254127861,53.98538244161908
8,20.080758320912132,16.195226803831392
9,98.02258610491853,88.07555400179463
10,21.272633922811217,20.271022725584558
11,97.6230360450345,91.76011366359552
12,54.13591866518071,47.318193162554834
13,16.135352101470065,14.917534992372786
14,34.63053986352408,31.72950297896927
15,53.057756921625504,50.67677536676291
16,13.385435853041178,12.524232464209554
17,40.41272638589632,37.46553017586514
18,8.410506027528106,8.179810214930614
19,52.4554409788536,52.78992492404476
20,12.127876807207718,11.37176905620174
21,91.35551941060532,82.76836221956583
