group,Ebp_AI,Ebp_Human
1,1.208422922410089,4.415870527162223
2,2.007700486835632,15.198958660621084
3,0.5070248132747501,3.084553391825057
4,2.6209708787767103,11.008204096739954
5,1.0603632131116845,6.313502567916428
6,0.4272692667471164,0.6158843639932463
7,1.4578793550534292,6.726892492108087
8,0.6966237521307842,2.376844816672187
9,2.4108944815972424,11.509714870405812
10,0.5387020359948966,3.8264596036163936
11,3.288020222907388,15.789263830960437
12,1.0437257711359553,7.154787155698738
13,0.2494211286738476,3.1008720656773257
14,1.2132571608042817,3.0492738579552685
15,1.061684513825954,10.872535944654672
16,0.5613931261332313,1.8550004862438108
17,0.8816475346074809,6.151377720055177
18,0.9066112326413005,2.673234805469246
19,1.1598304158031967,10.337112814748401
20,0.22238476459237067,1.7178892222301008
21,4.243112638676157,9.353053822974353
22,1.5852619997446507,4.415870527162223
23,48.07429241758837,15.198958660621084
24,18.7073855504487,3.084553391825057
25,69.0165787098069,11.008204096739954
26,13.921724276193602,6.313502567916428
27,4.598142713339282,0.6158843639932463
28,51.5319286654025,6.726892492108087
29,14.650048690766853,2.376844816672187
30,84.81356582958878,11.509714870405812
31,15.56470436496216,3.8264596036163936
32,66.83639262904903,15.789263830960437
33,45.34742347581425,7.154787155698738
34,15.32107949422242,3.1008720656773257
35,29.971540336479226,3.0492738579552685
36,52.30886763859828,10.872535944654672
37,10.822565383648802,1.8550004862438108
38,31.834941265352665,6.151377720055177
39,7.8573796390037725,2.673234805469246
40,48.55367654216825,10.337112814748401
41,10.086963244333178,1.7178892222301008
42,51.27373420545331,9.353053822974353
