group,Ebp_Random
1,0.797486100674785
2,3.2675146642650157
3,1.2731479636359666
4,2.4005009123125625
5,1.2104490839504554
6,0.3518394501224879
7,2.820282045822921
8,0.46932599217548604
9,4.39892414812531
10,0.9097536489878719
11,4.057297154932573
12,2.367378405464492
13,0.7490160669724653
14,3.3035309270012916
15,2.3691246749464874
16,1.0505721161788513
17,2.46347905209824
18,0.3650440997989679
19,2.3343992180484423
20,0.5996663343954228
21,5.315143758124576
