group,Ebp_AI,Ebp_Human
1,1.208422922410089,0.33853158545951584
2,2.007700486835632,1.2537478619939004
3,0.5070248132747501,0.5386550107484624
4,2.6209708787767103,0.6994281185551072
5,1.0603632131116845,0.46450457168029474
6,0.4272692667471164,0.12538109181603732
7,1.4578793550534292,0.858887592694022
8,0.6966237521307842,0.21129774747015742
9,2.4108944815972424,1.3485223690719141
10,0.5387020359948966,0.32523935777216356
11,3.288020222907388,1.3540815872297414
12,1.0437257711359553,0.7448082109250875
13,0.2494211286738476,0.22781683948125553
14,1.2132571608042817,1.0610748787475504
15,1.061684513825954,0.8930533592042412
16,0.5613931261332313,0.3008612404482443
17,0.8816475346074809,0.9965943196639819
18,0.9066112326413005,0.25237101097027553
19,1.1598304158031967,1.1271344980717308
20,0.22238476459237067,0.1847950427670498
21,4.243112638676157,1.8991097839662734
