group,Ebp_AI,Ebp_Human
1,5.302751737912436,2.844031792279951
2,8.92204257331117,5.248624957145561
3,2.3720656170121637,3.128191458890548
4,6.553139213809199,6.000645806101209
5,3.0902861508190727,1.7313297060698243
6,0.783972867808618,0.7181674079423934
7,5.365449608241545,4.754691277571623
8,1.6425177148748649,1.8539452172199993
9,9.482541601995566,8.608551217460622
10,2.8056935150357014,2.428937649871749
11,9.462321384515846,9.568136923850375
12,3.6402247095033125,5.185352724491854
13,2.3286511249142765,1.59229369826938
14,3.3655595953007333,4.001814092080946
15,6.72970773891624,5.848732106353326
16,1.3900443408257486,2.446238048731069
17,4.529297084029598,6.643779524419339
18,1.1909564020564403,1.0281990513309314
19,4.959468350278571,8.693613230173703
20,1.1527475671230085,1.438523289101827
21,8.848195190446985,11.837585293140124
